Notes,Year,Year Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,2002,2002,"Lafayette County, WI",55065,Heroin,T40.1,Suppressed,13752,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lafayette County, WI",55065,Other opioids,T40.2,Suppressed,13752,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lafayette County, WI",55065,Methadone,T40.3,Suppressed,13752,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lafayette County, WI",55065,Other synthetic narcotics,T40.4,Suppressed,13752,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lafayette County, WI",55065,Other and unspecified narcotics,T40.6,Suppressed,13752,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Opium,T40.0,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Heroin,T40.1,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Other opioids,T40.2,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Methadone,T40.3,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Other synthetic narcotics,T40.4,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Langlade County, WI",55067,Other and unspecified narcotics,T40.6,Suppressed,17797,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Opium,T40.0,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Heroin,T40.1,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Other opioids,T40.2,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Methadone,T40.3,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Other synthetic narcotics,T40.4,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Lincoln County, WI",55069,Other and unspecified narcotics,T40.6,Suppressed,25267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Opium,T40.0,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Heroin,T40.1,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Other opioids,T40.2,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Methadone,T40.3,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Other synthetic narcotics,T40.4,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Manitowoc County, WI",55071,Other and unspecified narcotics,T40.6,Suppressed,69859,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Opium,T40.0,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Heroin,T40.1,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Other opioids,T40.2,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Methadone,T40.3,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Other synthetic narcotics,T40.4,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marathon County, WI",55073,Other and unspecified narcotics,T40.6,Suppressed,105904,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Opium,T40.0,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Heroin,T40.1,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Other opioids,T40.2,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Methadone,T40.3,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Other synthetic narcotics,T40.4,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marinette County, WI",55075,Other and unspecified narcotics,T40.6,Suppressed,37267,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Opium,T40.0,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Heroin,T40.1,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Other opioids,T40.2,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Methadone,T40.3,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Other synthetic narcotics,T40.4,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Marquette County, WI",55077,Other and unspecified narcotics,T40.6,Suppressed,12921,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Opium,T40.0,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Heroin,T40.1,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Other opioids,T40.2,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Methadone,T40.3,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Other synthetic narcotics,T40.4,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Menominee County, WI",55078,Other and unspecified narcotics,T40.6,Suppressed,3498,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Milwaukee County, WI",55079,Opium,T40.0,Suppressed,777830,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Milwaukee County, WI",55079,Heroin,T40.1,15,777830,Unreliable,1.08,3.18,0.5,0.13%
,2002,2002,"Milwaukee County, WI",55079,Other opioids,T40.2,46,777830,5.91,4.33,7.89,0.87,0.41%
,2002,2002,"Milwaukee County, WI",55079,Methadone,T40.3,25,777830,3.21,2.08,4.74,0.64,0.22%
,2002,2002,"Milwaukee County, WI",55079,Other synthetic narcotics,T40.4,15,777830,Unreliable,1.08,3.18,0.5,0.13%
,2002,2002,"Milwaukee County, WI",55079,Other and unspecified narcotics,T40.6,Suppressed,777830,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Opium,T40.0,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Heroin,T40.1,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Other opioids,T40.2,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Methadone,T40.3,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Other synthetic narcotics,T40.4,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Monroe County, WI",55081,Other and unspecified narcotics,T40.6,Suppressed,34448,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Opium,T40.0,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Heroin,T40.1,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Other opioids,T40.2,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Methadone,T40.3,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Other synthetic narcotics,T40.4,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oconto County, WI",55083,Other and unspecified narcotics,T40.6,Suppressed,30872,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Opium,T40.0,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Heroin,T40.1,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Other opioids,T40.2,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Methadone,T40.3,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Other synthetic narcotics,T40.4,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Oneida County, WI",55085,Other and unspecified narcotics,T40.6,Suppressed,32222,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Opium,T40.0,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Heroin,T40.1,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Other opioids,T40.2,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Methadone,T40.3,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Other synthetic narcotics,T40.4,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Outagamie County, WI",55087,Other and unspecified narcotics,T40.6,Suppressed,136423,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Opium,T40.0,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Heroin,T40.1,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Other opioids,T40.2,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Methadone,T40.3,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Other synthetic narcotics,T40.4,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Ozaukee County, WI",55089,Other and unspecified narcotics,T40.6,Suppressed,70101,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Opium,T40.0,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Heroin,T40.1,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Other opioids,T40.2,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Methadone,T40.3,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Other synthetic narcotics,T40.4,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pepin County, WI",55091,Other and unspecified narcotics,T40.6,Suppressed,6263,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Opium,T40.0,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Heroin,T40.1,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Other opioids,T40.2,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Methadone,T40.3,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Other synthetic narcotics,T40.4,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Pierce County, WI",55093,Other and unspecified narcotics,T40.6,Suppressed,31999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Opium,T40.0,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Heroin,T40.1,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Other opioids,T40.2,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Methadone,T40.3,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Other synthetic narcotics,T40.4,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Polk County, WI",55095,Other and unspecified narcotics,T40.6,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Opium,T40.0,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Heroin,T40.1,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Other opioids,T40.2,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Methadone,T40.3,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Other synthetic narcotics,T40.4,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Portage County, WI",55097,Other and unspecified narcotics,T40.6,Suppressed,57925,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Opium,T40.0,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Heroin,T40.1,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Other opioids,T40.2,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Methadone,T40.3,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Other synthetic narcotics,T40.4,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Price County, WI",55099,Other and unspecified narcotics,T40.6,Suppressed,13389,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Opium,T40.0,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Heroin,T40.1,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Other opioids,T40.2,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Methadone,T40.3,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Other synthetic narcotics,T40.4,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Racine County, WI",55101,Other and unspecified narcotics,T40.6,Suppressed,157358,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Opium,T40.0,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Heroin,T40.1,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Other opioids,T40.2,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Methadone,T40.3,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Other synthetic narcotics,T40.4,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Richland County, WI",55103,Other and unspecified narcotics,T40.6,Suppressed,15300,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Opium,T40.0,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Heroin,T40.1,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Other opioids,T40.2,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Methadone,T40.3,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Other synthetic narcotics,T40.4,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rock County, WI",55105,Other and unspecified narcotics,T40.6,Suppressed,127413,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Opium,T40.0,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Heroin,T40.1,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Other opioids,T40.2,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Methadone,T40.3,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Other synthetic narcotics,T40.4,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Rusk County, WI",55107,Other and unspecified narcotics,T40.6,Suppressed,12975,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Opium,T40.0,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Heroin,T40.1,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Other opioids,T40.2,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Methadone,T40.3,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Other synthetic narcotics,T40.4,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"St. Croix County, WI",55109,Other and unspecified narcotics,T40.6,Suppressed,56111,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Opium,T40.0,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Heroin,T40.1,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Other opioids,T40.2,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Methadone,T40.3,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Other synthetic narcotics,T40.4,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2002,2002,"Sauk County, WI",55111,Other and unspecified narcotics,T40.6,Suppressed,47345,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
